,Title,Budget
4338,Daisy Winters,4500000
4339,"""One Flew Over the Cuckoos Nest""",4400000
4340,Silent Movie,4400000
4341,Airlift (2016),4400000
4342,"""R.L. Stines Monsterville: The Cabinet of Souls""",4400000
4343,Anna,4357373
4344,Whale Rider,4300000
4345,Sexy Beast,4300000
4346,Paa,4300000
4347,Snabba Cash,4300000
4348,Night of the Living Dead,4200000
4349,Nochnoy dozor,4200000
4350,Animal Kingdom,4200000
4351,"""George A. Romeros Survival of the Dead""",4200000
4352,Cargo,4200000
4353,High School Musical,4200000
4354,Love and Death on Long Island,4030000
4355,"""Porkys""",4000000
4356,Peter Pan,4000000
4357,The Crying Game,4000000
4358,Lost in Translation,4000000
4359,Annie Hall,4000000
4360,The Boy Next Door,4000000
4361,The Greatest Show on Earth,4000000
4362,Leaving Las Vegas,4000000
4363,"""Monsters Ball""",4000000
4364,Boyhood,4000000
4365,Exodus,4000000
4366,The Kids Are All Right,4000000
4367,Life of Brian,4000000
4368,A Haunted House 2,4000000
4369,The Last Exorcism Part II,4000000
4370,The Front Page,4000000
4371,Trapeze,4000000
4372,The Return of the Living Dead,4000000
4373,They Live,4000000
4374,Saving Grace,4000000
4375,The Great Escape,4000000
4376,The Darkness,4000000
4377,Scoop,4000000
4378,The Wash,4000000
4379,3 Strikes,4000000
4380,The Visitor,4000000
4381,The Cooler,4000000
4382,The Misfits,4000000
4383,The Night Listener,4000000
4384,The Jerky Boys,4000000
4385,El orfanato,4000000
4386,Bug,4000000
4387,The Rules of Attraction,4000000
4388,Topaz,4000000
4389,"""Lets Go to Prison""",4000000
4390,Four Rooms,4000000
4391,Secretary,4000000
4392,The Real Cancun,4000000
4393,Talk Radio,4000000
4394,Waiting for Guffman,4000000
4395,Love Stinks,4000000
4396,Samsara,4000000
4397,You Kill Me,4000000
4398,The Art of Getting By,4000000
4399,Thumbsucker,4000000
4400,Red State,4000000
4401,MirrorMask,4000000
4402,The Barbarians,4000000
4403,Holy Motors,4000000
4404,The Signal,4000000
4405,Poolhall Junkies,4000000
4406,The Loss of Sexual Innocence,4000000
4407,The Face of Love,4000000
4408,Joe,4000000
4409,Prison,4000000
4410,Shooting Fish,4000000
4411,Adoration,4000000
4412,Psycho Beach Party,4000000
4413,The Big Tease,4000000
4414,Polina danser sa vie,4000000
4415,Desert Dancer,4000000
4416,Guten Tag Ramon,4000000
4417,Mondays in the Sun,4000000
4418,Manglehorn,4000000
4419,Tau ming chong,4000000
4420,Trust,4000000
4421,An Everlasting Piece,4000000
4422,Among Giants,4000000
4423,The Velocity of Gary,4000000
4424,Stake Land,4000000
4425,Praia do Futuro,4000000
4426,Sonny,4000000
4427,The Last Time I Committed Suicide,4000000
4428,13 Sins,4000000
4429,Another Happy Day,4000000
4430,Inescapable,4000000
4431,Perfectos Desconocidos,4000000
4432,Geograf globus propil,4000000
4433,A Lonely Place to Die,4000000
4434,Nothing,4000000
4435,The Loved Ones,4000000
4436,1776,4000000
4437,"""Hells Angels""",4000000
4438,Purple Violets,4000000
4439,Replicas,4000000
4440,The Helpers,4000000
4441,The Veil,4000000
4442,The Perfect Wave,4000000
4443,How to Fall in Love,4000000
4444,Chain of Command,4000000
4445,Gone with the Wind,3900000
4446,A Man for All Seasons,3900000
4447,Ben-Hur: A Tale of the Christ,3900000
4448,Network,3800000
4449,Down for Life,3800000
4450,The Good Heart,3800000
4451,Major Dundee,3800000
4452,Hevi reissu,3800000
4453,Annie Get Your Gun,3768785
4454,Casa de Areia,3750000
4455,Four Lions,3750000
4456,Defendor,3750000
4457,The Ballad of Cable Hogue,3716946
4458,The Pirate,3700000
4459,The History Boys,3700000
4460,Unknown,3700000
4461,Midnight Cowboy,3600000
4462,Billy: The Early Years of Billy Graham,3600000
4463,Airplane!,3500000
4464,M*A*S*H,3500000
4465,The Full Monty,3500000
4466,Truth or Dare,3500000
4467,Menace II Society,3500000
4468,Friday,3500000
4469,The Witch,3500000
4470,Winchester,3500000
4471,Empire,3500000
4472,Dark Skies,3500000
4473,Forever My Girl,3500000
4474,Creepshow 2,3500000
4475,In Cold Blood,3500000
4476,"""The Nuns Story""",3500000
4477,Frenzy,3500000
4478,Harper,3500000
4479,I Got the Hook-Up!,3500000
4480,"""Shes the One""",3500000
4481,Terror Train,3500000
4482,Gods and Monsters,3500000
4483,El secreto de sus ojos,3500000
4484,Evil Dead II,3500000
4485,Day of the Dead,3500000
4486,First Reformed,3500000
4487,Pootie Tang,3500000
4488,Believe,3500000
4489,La otra conquista,3500000
4490,American Honey,3500000
4491,The Bronze,3500000
4492,Trolljegeren,3500000
4493,Ira and Abby,3500000
4494,The Masked Saint,3500000
4495,Winter Passing,3500000
4496,D.E.B.S.,3500000
4497,Time to Choose,3500000
4498,Surveillance,3500000
4499,Taxman,3500000
4500,The Kick,3500000
4501,The Betrayed,3500000
4502,The Secret,3500000
4503,2:13,3500000
4504,Batman: The Dark Knight Returns Part 2,3500000
4505,In the Name of the King III,3500000
4506,Wicked Blood,3500000
4507,Dawn Patrol,3500000
4508,Jagten,3450000
4509,Lords of London,3440000
4510,"""La marche de lempereur""",3400000
4511,High Anxiety,3400000
4512,Margin Call,3400000
4513,Choke,3400000
4514,"""L\\incomparable mademoiselle C.""",3400000
4515,August,3400000
4516,To Write Love On Her Arms,3400000
4517,Carousel,3380000
4518,Whiplash,3300000
4519,Bella,3300000
4520,Cidade de Deus,3300000
4521,Human Traffic,3300000
4522,The Dead Girl,3300000
4523,The Opposite Sex,3300000
4524,A Christmas Story,3250000
4525,Class of 1984,3250000
4526,Entre les murs,3250000
4527,Dreaming of Joseph Lees,3250000
4528,"""Rosemarys Baby""",3200000
4529,The Man Who Shot Liberty Valance,3200000
4530,Maria Full of Grace,3200000
4531,Beginners,3200000
4532,The Meddler,3200000
4533,Adam,3200000
4534,Feast,3200000
4535,Itâ\x80\x99s a Wonderful Life,3180000
4536,Trainspotting,3100000
4537,Antiviral,3100000
4538,"""National Lampoons Animal House""",3000000
4539,Paranormal Activity 2,3000000
4540,War Room,3000000
4541,The Purge,3000000
4542,Goldfinger,3000000
4543,Sinister,3000000
4544,The Original Kings of Comedy,3000000
4545,The Bridge on the River Kwai,3000000
4546,Coming Home,3000000
4547,Waking Ned Devine,3000000
4548,Air Bud,3000000
4549,Bowling for Columbine,3000000
4550,"""A Nightmare on Elm Street Part 2: Freddys Revenge""",3000000
4551,A Room with a View,3000000
4552,Love and Death,3000000
4553,Friday the 13th Part VI: Jason Lives,3000000
4554,Martin Lawrence Live: RunTelDat,3000000
4555,The Apartment,3000000
4556,Cat on a Hot Tin Roof,3000000
4557,Beneath the Planet of the Apes,3000000
4558,Pokemon 3: The Movie,3000000
4559,Jason Goes to Hell: The Final Friday,3000000
4560,Spaced Invaders,3000000
4561,Family Plot,3000000
4562,Torn Curtain,3000000
4563,Upgrade,3000000
4564,"""Dave Chappelles Block Party""",3000000
4565,Krush Groove,3000000
4566,Elmer Gantry,3000000
4567,Next Day Air,3000000
4568,Judgment at Nuremberg,3000000
4569,Belly,3000000
4570,Trippinâ\x80\x99,3000000
4571,Red River,3000000
4572,The Deep End,3000000
4573,Before Midnight,3000000
4574,Teen Wolf Too,3000000
4575,The Collector,3000000
4576,Phantasm II,3000000
4577,Phat Girlz,3000000
4578,Woman Thou Art Loosed,3000000
4579,Real Women Have Curves,3000000
4580,Gallipoli,3000000
4581,Water,3000000
4582,Donâ\x80\x99t Think Twice,3000000
4583,Swiss Army Man,3000000
4584,East is East,3000000
4585,Whipped,3000000
4586,Kama Sutra,3000000
4587,Frances Ha,3000000
4588,Please Give,3000000
4589,Willy Wonka & the Chocolate Factory,3000000
4590,Warlock: The Armageddon,3000000
4591,8 Heads in a Duffel Bag,3000000
4592,Days of Heaven,3000000
4593,Thirteen Conversations About One Thing,3000000
4594,Compadres,3000000
4595,Jawbreaker,3000000
4596,Basquiat,3000000
4597,Tsotsi,3000000
4598,Letters to God,3000000
4599,Happiness,3000000
4600,DysFunkTional Family,3000000
4601,Tusk,3000000
4602,The Wall,3000000
4603,Elephant,3000000
4604,Damsels in Distress,3000000
4605,Oldboy,3000000
4606,Hobo with a Shotgun,3000000
4607,Bachelorette,3000000
4608,Fish Tank,3000000
4609,Everybody Wants to Be Italian,3000000
4610,Creature,3000000
4611,The Bounce Back,3000000
4612,Freeway,3000000
4613,"""Loves Abiding Joy""",3000000
4614,Dead Alive,3000000
4615,Chain Letter,3000000
4616,"""Tim and Erics Billion Dollar Movie""",3000000
4617,Holly,3000000
4618,The Eclipse,3000000
4619,The Grand,3000000
4620,Sommersturm,3000000
4621,Fort McCoy,3000000
4622,The Gambler,3000000
4623,Just Looking,3000000
4624,Before We Go,3000000
4625,The Divide,3000000
4626,Tanner Hall,3000000
4627,My Big Fat Independent Movie,3000000
4628,Demonic,3000000
4629,"""Ã\xa0 l\\intÃ©rieur""",3000000
4630,They Came Together,3000000
4631,Open Road,3000000
4632,Alice in Wonderland,3000000
4633,Barry Munday,3000000
4634,The Deported,3000000
4635,Chicago Overcoat,3000000
4636,Never Back Down 2: The Beatdown,3000000
4637,AWOL-72,3000000
4638,30 Nights Of Paranormal Activity With The Devil Inside The Girl With The Dragon Tattoo,3000000
4639,Enter the Dangerous Mind,3000000
4640,Something Wicked,3000000
4641,Point Blank,3000000
4642,Iguana,3000000
4643,Four Single Fathers,3000000
4644,Amnesiac,3000000
4645,Unnatural,3000000
4646,Close Range,3000000
4647,Cinderella,2900000
4648,Central do Brasil,2900000
4649,Pocketful of Miracles,2900000
4650,Boynton Beach Club,2900000
4651,Freakonomics,2900000
4652,Griff the Invisible,2900000
4653,Some Like it Hot,2883848
4654,High Tension,2850000
4655,Young Frankenstein,2800000
4656,The Omen,2800000
4657,Hustle & Flow,2800000
4658,Friday the 13th Part VII: The New Blood,2800000
4659,"""Artie Langes Beer League""",2800000
4660,The Wizard of Oz,2777000
4661,Diary of the Dead,2750000
4662,The Black Stallion,2700000
4663,"""Ulees Gold""",2700000
4664,Lage Raho Munna Bhai,2700000
4665,Sardaar Ji,2700000
4666,Rejsen til Saturn,2700000
4667,"""Donovans Reef""",2686000
4668,Diane,2660000
4669,The Dress,2650000
4670,A Guy Named Joe,2627000
4671,Blazing Saddles,2600000
4672,Friday the 13th Part IV: The Final Chapter,2600000
4673,Ida,2600000
4674,Maurice,2600000
4675,Riding Giants,2600000
4676,Los CronocrÃ\xadmenes,2600000
4677,La Cara Oculta,2600000
4678,Timber Falls,2600000
4679,Silver Medalist,2600000
4680,Fat Sick & Nearly Dead,2600000
4681,"""Singin in the Rain""",2540000
4682,A Haunted House,2500000
4683,2016: Obamaâ\x80\x99s America,2500000
4684,Kevin Hart: Let Me Explain,2500000
4685,Garden State,2500000
4686,That Thing You Do!,2500000
4687,Halloween II,2500000
4688,Halloween 3: Season of the Witch,2500000
4689,Religulous,2500000
4690,Escape from the Planet of the Apes,2500000
4691,Hud,2500000
4692,The Spectacular Now,2500000
4693,My Own Private Idaho,2500000
4694,Before Sunrise,2500000
4695,Hunt for the Wilderpeople,2500000
4696,Robot & Frank,2500000
4697,Sur Le Seuil,2500000
4698,"""Jesus Son""",2500000
4699,Saving Face,2500000
4700,Brick Lane,2500000
4701,The Lost Medallion: The Adventures of Billy Stone,2500000
4702,My Life Without Me,2500000
4703,"""Marilyn Hotchkiss Ballroom Dancing and Charm School""",2500000
4704,Super,2500000
4705,Fuel,2500000
4706,Valley of the Hearts Delight,2500000
4707,The Other End of the Line,2500000
4708,8: The Mormon Proposition,2500000
4709,Sleep Dealer,2500000
4710,Eye of the Dolphin,2500000
4711,Underdogs,2500000
4712,Anatomie,2500000
4713,The Calling,2500000
4714,Alien Uprising,2500000
4715,Christmas Mail,2500000
4716,Stung,2500000
4717,Sky Sharks,2500000
4718,8 Days,2500000
4719,Antibirth,2500000
4720,The Rise of the Krays,2500000
4721,Not Safe For Work,2500000
4722,Go For It!,2450000
4723,Get on the Bus,2400000
4724,Thr3e,2400000
4725,Idiocracy,2400000
4726,NiktÃ©,2400000
4727,Always Woodstock,2400000
4728,This is England,2380000
4729,Bathing Beauty,2361000
4730,Do You Believe?,2300000
4731,Show Boat,2300000
4732,Dancer Texas Pop. 81,2300000
4733,Frontera,2300000
4734,Redemption Road,2300000
4735,The Toxic Avenger Part II,2300000
4736,Eden,2300000
4737,The Brave Little Toaster,2300000
4738,Pinocchio,2289247
4739,Fantasia,2280000
4740,Friday the 13th Part 3,2250000
4741,The French Connection,2200000
4742,Friday the 13th Part V: A New Beginning,2200000
4743,The Last Sin Eater,2200000
4744,Impact Point,2200000
4745,The Valley of Decision,2160000
4746,Chicken Tikka Masala,2160000
4747,Jack Brooks: Monster Slayer,2150000
4748,The Best Years of Our Lives,2100000
4749,Bully,2100000
4750,Elling,2100000
4751,Mi America,2100000
4752,Rec,2100000
4753,Infected,2100000
4754,Lies in Plain Sight,2100000
4755,The Timber,2100000
4756,Sharkskin,2100000
4757,Courageous,2000000
4758,From Russia With Love,2000000
4759,Mad Max 2: The Road Warrior,2000000
4760,Notorious,2000000
4761,In the Heat of the Night,2000000
4762,Sleeper,2000000
4763,Everything You Always Wanted to Know,2000000
4764,It Follows,2000000
4765,To Kill A Mockingbird,2000000
4766,Silent House,2000000
4767,"""Boys Dont Cry""",2000000
4768,Das Leben der Anderen,2000000
4769,Hardcore Henry,2000000
4770,Lolita,2000000
4771,Boom Town,2000000
4772,"""Gentlemans Agreement""",2000000
4773,The Hustler,2000000
4774,Witchboard,2000000
4775,Les Triplettes de Belleville,2000000
4776,Smoke Signals,2000000
4777,"""Winters Bone""",2000000
4778,Meet the Mormons,2000000
4779,American Splendor,2000000
4780,The Florida Project,2000000
4781,All Saints,2000000
4782,Before Sunset,2000000
4783,Amores Perros,2000000
4784,Thirteen,2000000
4785,Touching the Void,2000000
4786,Inside Job,2000000
4787,"""Alexanders Ragtime Band""",2000000
4788,Me and You and Everyone We Know,2000000
4789,We Are Your Friends,2000000
4790,Harsh Times,2000000
4791,Ghost Dog: The Way of the Samurai,2000000
4792,Captive,2000000
4793,Full Frontal,2000000
4794,Hearts Beat Loud,2000000
4795,The Resurrection of Gavin Stone,2000000
4796,Waltz with Bashir,2000000
4797,Strangers with Candy,2000000
4798,Shortbus,2000000
4799,Son of Rambow: A Home Movie,2000000
4800,The Book of Mormon Movie Volume 1: The Journey,2000000
4801,Hamlet,2000000
4802,The Diary of a Teenage Girl,2000000
4803,No End In Sight,2000000
4804,Get Real,2000000
4805,In the Shadow of the Moon,2000000
4806,"""Meeks Cutoff""",2000000
4807,The Babadook,2000000
4808,Inside Deep Throat,2000000
4809,Dinner Rush,2000000
4810,The Virginity Hit,2000000
4811,Clockwatchers,2000000
4812,Subway,2000000
4813,House of D,2000000
4814,Teeth,2000000
4815,Stonewall,2000000
4816,Sherrybaby,2000000
4817,The Last Five Years,2000000
4818,Six-String Samurai,2000000
4819,Hum to Mohabbt Karega,2000000
4820,"""Its All Gone Pete Tong""",2000000
4821,Saint John of Las Vegas,2000000
4822,24 7: Twenty Four Seven,2000000
4823,Pump,2000000
4824,Roadside Romeo,2000000
4825,Eureka,2000000
4826,Lost River,2000000
4827,This Thing of Ours,2000000
4828,Knock Knock,2000000
4829,Growing up Smith,2000000
4830,Super Capers,2000000
4831,Return of the Living Dead 3,2000000
4832,The Missing Person,2000000
4833,The First Time,2000000
4834,London,2000000
4835,Circle,2000000
4836,Eden Lake,2000000
4837,Jerusalema,2000000
4838,Say Uncle,2000000
4839,Plush,2000000
4840,The Ghastly Love of Johnny X,2000000
4841,Lesbian Vampire Killers,2000000
4842,Grave Encounters,2000000
4843,Bone Tomahawk,2000000
4844,Freeze Frame,2000000
4845,Stitches,2000000
4846,To Be Frank Sinatra at 100,2000000
4847,Bananas,2000000
4848,Nine Dead,2000000
4849,"""No Mans Land: The Rise of Reeker""",2000000
4850,Rockaway,2000000
4851,Wings,2000000
4852,The Lady from Shanghai,2000000
4853,"""Straight As""",2000000
4854,The Legend of Hellâ\x80\x99s Gate: An American Conspiracy,2000000
4855,Highway,2000000
4856,Small Apartments,2000000
4857,Coffee Town,2000000
4858,Lucky Dog,2000000
4859,Pendulum,2000000
4860,A Funny Thing Happened on the Way to the Forum,2000000
4861,Slacker Uprising,2000000
4862,The Walking Deceased,2000000
4863,True Bromance,2000000
4864,The Curse of Downers Grove,2000000
4865,Wind Walkers,2000000
4866,The Dog Lover,2000000
4867,Shark Lake,2000000
4868,Buried,1987650
4869,The Marine 4,1950000
4870,"""Rivers Edge""",1900000
4871,Man on Wire,1900000
4872,Nowhere Boy,1900000
4873,Northfork,1900000
4874,Brotherly Love,1900000
4875,Submarine,1900000
4876,The Square,1900000
4877,ABCD (Any Body Can Dance),1900000
4878,Chacun sa nuit,1900000
4879,Stranded,1900000
4880,Vaalu,1900000
4881,The Last Exorcism,1800000
4882,Carrie,1800000
4883,A Nightmare on Elm Street,1800000
4884,Beasts of the Southern Wild,1800000
4885,Dr. Strangelove,1800000
4886,Battle for the Planet of the Apes,1800000
4887,A Streetcar Named Desire,1800000
4888,"""Hang em High""",1800000
4889,El crimen de padre Amaro,1800000
4890,Songcatcher,1800000
4891,Higher Ground,1800000
4892,POM Wonderful Presents: The Greatest Movie Ever Sold,1800000
4893,Travellers and Magicians,1800000
4894,Ed and his Dead Mother,1800000
4895,Deadline,1800000
4896,Sublime,1800000
4897,Dysfunctional Friends,1800000
4898,Independence Daysaster,1800000
4899,Against the Wild,1800000
4900,Beginners Guide to Sex,1800000
4901,Lola rennt,1750000
4902,May,1750000
4903,I Spit on Your Grave,1750000
4904,Living Dark: The Story of Ted the Caver,1750000
4905,In the Bedroom,1700000
4906,La misma luna,1700000
4907,Conquest of the Planet of the Apes,1700000
4908,The Lunchbox,1700000
4909,Grace Unplugged,1700000
4910,Happy Texas,1700000
4911,Saul fia,1700000
4912,My Summer of Love,1700000
4913,Yes,1700000
4914,From Here to Eternity,1650000
4915,"""You Cant Take It With You""",1644000
4916,Foolish,1600000
4917,She Wore a Yellow Ribbon,1600000
4918,The Conversation,1600000
4919,N-Secure,1600000
4920,Sukkar banat,1600000
4921,Out of the Dark,1600000
4922,Bubble,1600000
4923,Dil Jo Bhi Kahey...,1600000
4924,Mississippi Mermaid,1600000
4925,Two Night Stand,1600000
4926,I Love Your Work,1600000
4927,The Kingâ\x80\x99s Thief,1577000
4928,Insidious,1500000
4929,Moonlight,1500000
4930,Cabin Fever,1500000
4931,Waitress,1500000
4932,Kickboxer,1500000
4933,Bloodsport,1500000
4934,Mr. Smith Goes To Washington,1500000
4935,Kids,1500000
4936,The Squid and the Whale,1500000
4937,Kissing Jessica Stein,1500000
4938,Spellbound,1500000
4939,Dawn of the Dead,1500000
4940,Exotica,1500000
4941,The To Do List,1500000
4942,The Gatekeepers,1500000
4943,"""Buffalo 66""",1500000
4944,Repo Man,1500000
4945,Iâ\x80\x99m Not Ashamed,1500000
4946,Blood Simple,1500000
4947,Nueve Reinas,1500000
4948,The Lords of Salem,1500000
4949,31,1500000
4950,The Ballad of Jack and Rose,1500000
4951,Unsullied,1500000
4952,Killing Zoe,1500000
4953,The Believer,1500000
4954,Snow Angels,1500000
4955,Session 9,1500000
4956,MOOZ-lum,1500000
4957,I Want Someone To Eat Cheese With,1500000
4958,Amigo,1500000
4959,Hatchet,1500000
4960,My Name is Bruce,1500000
4961,The Disappearance of Alice Creed,1500000
4962,Modern Times,1500000
4963,The Salon,1500000
4964,The Square,1500000
4965,Stolen Summer,1500000
4966,Road Hard,1500000
4967,Forty Shades of Blue,1500000
4968,Trucker,1500000
4969,Pontypool,1500000
4970,Me You and Five Bucks,1500000
4971,Housebound,1500000
4972,Teefa in Trouble,1500000
4973,Wal-Mart: The High Cost of Low Price,1500000
4974,Closer to the Moon,1500000
4975,Fetching Cody,1500000
4976,The Lion of Judah,1500000
4977,Once Upon a Time in Queens,1500000
4978,Girlhouse,1500000
4979,Mutant World,1500000
4980,#Horror,1500000
4981,Checkmate,1500000
4982,Snow White and the Seven Dwarfs,1488000
4983,Shalako,1455000
4984,Mustang,1400000
4985,The Holy Girl,1400000
4986,La chambre bleue,1400000
4987,Incident at Loch Ness,1400000
4988,Eddie: The Sleepwalking Cannibal,1400000
4989,"""My Girlfriends Boyfriend""",1400000
4990,Kurmanjan datka,1400000
4991,House at the End of the Drive,1400000
4992,Batman - The Movie,1377800
4993,Lock Stock and Two Smoking Barrels,1350000
4994,The Ballad of Gregorio Cortez,1305000
4995,San Francisco,1300000
4996,Festen,1300000
4997,Trees Lounge,1300000
4998,The Girlfriend Experience,1300000
4999,Journey from the Fall,1300000
5000,The Basket,1300000
5001,Above and Beyond,1300000
5002,Def-Con 4,1300000
5003,"""Neal n Nikki""",1300000
5004,The Hebrew Hammer,1300000
5005,Los insolitos peces gato,1300000
5006,Simon,1300000
5007,Forget Me Not,1300000
5008,The 41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,1300000
5009,The Algerian,1300000
5010,Rebecca,1288000
5011,Friday the 13th Part 2,1250000
5012,The Lost Weekend,1250000
5013,C.H.U.D.,1250000
5014,Dear White People,1250000
5015,Filly Brown,1250000
5016,Niagara,1250000
5017,How Green Was My Valley,1250000
5018,Da Sweet Blood of Jesus,1250000
5019,Saw,1200000
5020,Sex Lies and Videotape,1200000
5021,Super Troopers,1200000
5022,Monsoon Wedding,1200000
5023,You Can Count on Me,1200000
5024,Strangers on a Train,1200000
5025,The Trouble with Harry,1200000
5026,Il buono il brutto il cattivo,1200000
5027,The Day the Earth Stood Still,1200000
5028,Home Run,1200000
5029,Reservoir Dogs,1200000
5030,"""But Im a Cheerleader""",1200000
5031,The Wrong Man,1200000
5032,The Rocky Horror Picture Show,1200000
5033,The Blue Bird,1200000
5034,Blue Like Jazz,1200000
5035,Que Horas Ela Volta?,1200000
5036,Q,1200000
5037,Down & Out with the Dolls,1200000
5038,Pink Ribbons Inc.,1200000
5039,Blood Feast,1200000
5040,Certifiably Jonathan,1200000
5041,La navaja de Don Juan,1200000
5042,Extreme Movie,1200000
5043,The Charge of the Light Brigade,1200000
5044,Grand Theft Parsons,1200000
5045,Below Zero,1200000
5046,Crowsnest,1200000
5047,Airborne,1200000
5048,Cotton Comes to Harlem,1200000
5049,Bleeding Hearts,1200000
5050,The Wicked Within,1200000
5051,Godâ\x80\x99s Not Dead,1150000
5052,Waiting...,1125000
5053,"""Dead Mans Shoes""",1125000
5054,The Fog,1100000
5055,Wolf Creek,1100000
5056,Ong-Bak,1100000
5057,Serbuan maut,1100000
5058,Down by Law,1100000
5059,The Offspring,1100000
5060,Sex with Strangers,1100000
5061,Beyond the Black Rainbow,1100000
5062,"""Dracula: Pages from a Virgins Diary""",1100000
5063,The Sleepwalker,1100000
5064,Departure,1100000
5065,Faith Like Potatoes,1100000
5066,Lake Mungo,1100000
5067,Silent Running,1100000
5068,Dead Undead The,1100000
5069,The Vatican Exorcisms,1100000
5070,Rocket Singh: Salesman of the Year,1070000
5071,Casablanca,1039000
5072,Rocky,1000000
5073,The Devil Inside,1000000
5074,Tom Jones,1000000
5075,Unfriended,1000000
5076,Taxi Driver,1000000
5077,An Inconvenient Truth,1000000
5078,"""Youre Next""",1000000
5079,Chernobyl Diaries,1000000
5080,The Howling,1000000
5081,Dr. No,1000000
5082,Hellraiser,1000000
5083,Cry Wolf,1000000
5084,Godzilla 2000,1000000
5085,Blue Valentine,1000000
5086,Transamerica,1000000
5087,Beyond the Valley of the Dolls,1000000
5088,Love Me Tender,1000000
5089,Unfriended: Dark Web,1000000
5090,Sands of Iwo Jima,1000000
5091,The Green Inferno,1000000
5092,The Sessions,1000000
5093,Shine a Light,1000000
5094,October Baby,1000000
5095,The Skeleton Twins,1000000
5096,20 Feet From Stardom,1000000
5097,Food Inc.,1000000
5098,An Inconvenient Sequel,1000000
5099,Next Stop Wonderland,1000000
5100,Obvious Child,1000000
5101,Martha Marcy May Marlene,1000000
5102,Junebug,1000000
5103,Frozen River,1000000
5104,Sidewalks of New York,1000000
5105,Two Girls and a Guy,1000000
5106,The Broken Hearts Club: A Romantic Comedy,1000000
5107,Who Killed the Electric Car?,1000000
5108,The Secrets of Jonathan Sperry,1000000
5109,Walking and Talking,1000000
5110,Bubba Ho-Tep,1000000
5111,"""No Mans Land""",1000000
5112,Slam,1000000
5113,Brigham City,1000000
5114,Panic,1000000
5115,Palo Alto,1000000
5116,Fiza,1000000
5117,Ajami,1000000
5118,Orgazmo,1000000
5119,The Future,1000000
5120,All the Real Girls,1000000
5121,23 Blast,1000000
5122,Dream With The Fishes,1000000
5123,The Act of Killing,1000000
5124,Blue Car,1000000
5125,Wristcutters: A Love Story,1000000
5126,Luminarias,1000000
5127,I Origins,1000000
5128,Antarctica: A Year on Ice,1000000
5129,The Battle of Shaker Heights,1000000
5130,Taxi to the Dark Side,1000000
5131,The Invitation,1000000
5132,Guiana 1838,1000000
5133,Love Liza,1000000
5134,Once in a Lifetime: the Extraordinary Story of the New York Cosmos,1000000
5135,Lisa Picard is Famous,1000000
5136,Beyond the Brick: A LEGO Brickumentary,1000000
5137,The House of the Devil,1000000
5138,Hardflip,1000000
5139,Creative Control,1000000
5140,Chocolate: Deep Dark Secrets,1000000
5141,The Perfect Host,1000000
5142,The Last Big Thing,1000000
5143,Safe Men,1000000
5144,Speedway Junky,1000000
5145,Hits,1000000
5146,The Specials,1000000
5147,16 to Life,1000000
5148,Alone with Her,1000000
5149,Camp X-Ray,1000000
5150,Special,1000000
5151,The Sisterhood of Night,1000000
5152,Sparkler,1000000
5153,The Helixâ\x80¦Loaded,1000000
5154,Childless,1000000
5155,In Her Line of Fire,1000000
5156,The Jimmy Show,1000000
5157,Heli,1000000
5158,Karachi se Lahore,1000000
5159,Loving Annabelle,1000000
5160,American Hero,1000000
5161,Frat Party,1000000
5162,Jimmy and Judy,1000000
5163,"""The Partys Over""",1000000
5164,The Poker House,1000000
5165,Proud,1000000
5166,Steppin: The Movie,1000000
5167,Zombies of Mass Destruction,1000000
5168,Snow White: A Deadly Summer,1000000
5169,Truth or Die,1000000
5170,Black Rock,1000000
5171,Hidden Away,1000000
5172,My Last Day Without You,1000000
5173,Zombie Hunter,1000000
5174,"""Doc Hollidays Revenge""",1000000
5175,A Fine Step,1000000
5176,Fear Clinic,1000000
5177,The Pet,1000000
5178,Bang Bang Baby,1000000
5179,1982,1000000
5180,The Horror Network,1000000
5181,Chemical Cut,1000000
5182,Por amor en el caserio,1000000
5183,And Then Came Love,989000
5184,Hard Candy,950000
5185,Charly,950000
5186,Banshee Chapter,950000
5187,Trance,950000
5188,Jesse,950000
5189,Ask Me Anything,950000
5190,L!fe Happens,930000
5191,Lowriders,916000
5192,Food Chains,913000
5193,On the Waterfront,910000
5194,Fruitvale Station,900000
5195,Meet the Blacks,900000
5196,4 luni 3 saptamani si 2 zile,900000
5197,Circumstance,900000
5198,The Quiet,900000
5199,The Giant Mechanical Man,900000
5200,The Brass Teapot,900000
5201,40 Weeks,900000
5202,"""Le bonheur dElza""",900000
5203,Bambi,858000
5204,For a Good Time Call,850000
5205,Latter Days,850000
5206,The Hammer,850000
5207,Windsor Drive,850000
5208,Snitch,850000
5209,Harrison Montgomery,850000
5210,Celeste and Jesse Forever,840000
5211,Time Changer,825000
5212,London to Brighton,825000
5213,Crying With Laughter,820000
5214,Billy Jack,800000
5215,Jodaeiye Nader az Simin,800000
5216,Welcome to the Dollhouse,800000
5217,Raising Victor Vargas,800000
5218,Ruby in Paradise,800000
5219,"""Pandoras Box""",800000
5220,Cama adentro,800000
5221,Deterrence,800000
5222,The Mudge Boy,800000
5223,The Young Unknowns,800000
5224,DÃ¸d snÃ¸,800000
5225,Not Cool,800000
5226,Kill List,800000
5227,Vessel,800000
5228,Saints and Soldiers,780000
